N,P,K,temperature,humidity,ph,rainfall,soil,crop_label
34,47,19,27.31,85.45,6.57,53.15,loamy,yam
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
31,51,25,27.54,85.57,7.2,53.02,loamy,yam
98,7,45,27.79,92.51,6.16,26.85,sandy loam,tomatoes
11,46,24,27.65,89.81,6.46,56.53,loamy,yam
20,7,9,29.48,91.58,7.13,111.17,loamy,orange
27,59,22,21.81,23.21,5.79,130.06,clay,beans
34,60,22,17.66,18.15,5.64,100.67,clay,beans
5,18,14,33.11,93.48,7.43,119.17,loamy,orange
18,9,40,19.45,89.02,5.63,106.16,sandy loam,guinea_corn
14,67,15,19.56,24.67,5.69,139.29,clay,beans
59,55,79,20.37,16.9,8.77,82.25,loamy,soybean
90,44,38,23.84,83.88,7.47,241.2,clay,rice
86,55,21,21.54,59.64,6.8,109.75,sandy loam,maize
25,70,16,19.63,18.91,5.76,106.36,clay,beans
74,54,38,25.66,83.47,7.12,217.38,clay,rice
4,19,42,23.83,87.84,6.31,111.22,sandy loam,guinea_corn
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
74,58,18,20.04,56.36,6.73,109.02,sandy loam,maize
25,70,16,19.63,18.91,5.76,106.36,clay,beans
33,23,45,20.0,85.84,7.12,112.34,sandy loam,guinea_corn
80,43,16,23.56,71.59,6.66,66.72,sandy loam,maize
101,13,54,25.43,82.91,6.83,56.34,loamy clay ,pepper
67,43,39,26.04,84.97,6.0,186.75,clay,rice
49,55,78,18.66,16.18,7.86,81.71,loamy,soybean
14,67,22,23.83,24.75,5.62,84.64,clay,beans
49,68,22,28.57,61.53,7.13,63.5,sandy loam,cassava
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
110,28,46,24.29,88.05,6.5,51.26,loamy clay ,pepper
0,5,36,24.35,90.89,6.15,105.53,sandy loam,guinea_corn
40,58,15,29.46,87.61,6.98,43.15,loamy,yam
5,24,40,24.69,93.87,6.3,104.67,sandy loam,guinea_corn
32,13,42,23.5,92.98,5.79,106.62,sandy loam,guinea_corn
85,27,45,26.07,88.73,6.47,57.8,loamy clay ,pepper
94,39,18,23.89,57.49,5.89,102.83,sandy loam,maize
64,45,43,25.63,83.53,5.53,209.9,clay,rice
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
111,5,47,28.03,91.47,6.27,21.18,sandy loam,tomatoes
40,11,44,24.46,86.11,6.32,111.38,sandy loam,guinea_corn
50,74,17,27.1,63.36,6.54,73.85,sandy loam,cassava
31,78,76,17.57,15.0,8.52,89.31,loamy,soybean
101,20,48,24.68,82.75,6.21,57.06,loamy clay ,pepper
2,47,15,29.87,85.99,6.4,58.41,loamy,yam
66,44,20,19.08,69.02,6.74,80.73,sandy loam,maize
13,16,8,34.74,93.12,6.95,100.2,loamy,orange
78,37,22,25.34,63.32,6.33,74.52,sandy loam,maize
99,50,15,18.15,71.09,5.57,88.08,sandy loam,maize
40,72,77,17.02,16.99,7.49,88.55,loamy,soybean
51,56,18,28.13,64.21,6.71,70.86,sandy loam,cassava
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
82,22,45,26.22,85.35,6.51,54.6,loamy clay ,pepper
30,20,38,22.6,93.16,7.06,110.09,sandy loam,guinea_corn
85,21,52,29.63,90.1,6.08,23.7,sandy loam,tomatoes
114,21,55,25.44,87.94,6.47,57.52,loamy clay ,pepper
79,51,16,25.34,68.5,6.59,96.46,sandy loam,maize
20,29,10,29.07,93.27,7.37,100.79,loamy,orange
42,62,75,18.18,18.9,7.01,81.85,loamy,soybean
43,68,81,17.48,17.93,6.76,78.92,loamy,soybean
33,12,8,25.26,90.31,6.82,117.37,loamy,orange
0,5,36,24.35,90.89,6.15,105.53,sandy loam,guinea_corn
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
72,40,38,20.41,82.21,7.59,245.15,clay,rice
83,58,45,25.76,83.52,5.88,245.66,clay,rice
22,26,38,22.92,85.13,6.99,110.24,sandy loam,guinea_corn
20,60,25,27.33,69.09,6.73,61.19,sandy loam,cassava
31,5,14,17.67,91.7,6.58,110.69,loamy,orange
20,23,11,31.85,90.12,6.41,109.95,loamy,orange
109,26,45,28.28,90.39,6.22,21.59,sandy loam,tomatoes
18,21,35,23.28,94.94,6.37,111.14,sandy loam,guinea_corn
39,76,76,19.97,15.57,6.14,69.16,loamy,soybean
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
71,60,22,26.07,59.37,6.2,85.76,sandy loam,maize
34,35,21,28.45,82.68,6.68,58.19,loamy,yam
40,18,43,19.39,86.79,5.77,109.91,sandy loam,guinea_corn
75,54,36,26.29,84.57,7.02,257.49,clay,rice
81,16,45,26.9,86.25,6.73,59.76,loamy clay ,pepper
77,52,17,24.86,65.74,5.71,75.82,sandy loam,maize
86,59,35,25.79,82.11,6.95,243.51,clay,rice
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
99,54,37,21.14,80.34,5.59,198.67,clay,rice
68,58,38,23.22,83.03,6.34,221.21,clay,rice
24,67,22,20.12,22.9,5.62,104.63,clay,beans
106,10,49,27.73,92.01,6.35,20.21,sandy loam,tomatoes
17,64,17,21.02,24.94,5.66,124.61,clay,beans
113,20,48,27.47,94.88,6.44,27.28,sandy loam,tomatoes
31,48,17,28.88,86.94,6.59,53.8,loamy,yam
48,61,21,30.28,61.69,6.63,65.63,sandy loam,cassava
21,78,19,27.16,66.76,6.92,69.85,sandy loam,cassava
75,56,18,19.4,62.36,5.7,60.95,sandy loam,maize
29,77,75,17.5,15.48,7.78,72.94,loamy,soybean
27,76,83,19.13,14.92,6.29,89.62,loamy,soybean
84,44,21,21.87,61.91,5.85,107.27,sandy loam,maize
38,36,21,28.03,84.88,6.56,36.12,loamy,yam
34,66,17,18.81,21.28,5.89,125.08,clay,beans
60,38,17,18.42,64.24,6.47,76.41,sandy loam,maize
24,80,19,29.68,69.09,6.81,65.66,sandy loam,cassava
94,53,40,20.28,82.89,5.72,241.97,clay,rice
14,59,15,21.35,22.91,5.78,146.45,clay,beans
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
37,78,79,19.95,14.83,7.79,88.68,loamy,soybean
25,27,41,19.2,94.28,6.92,108.04,sandy loam,guinea_corn
19,78,16,20.65,23.11,5.97,67.72,clay,beans
36,43,21,28.36,84.86,7.14,52.93,loamy,yam
64,45,43,25.63,83.53,5.53,209.9,clay,rice
32,60,83,19.69,19.44,8.83,91.76,loamy,soybean
44,63,15,26.42,64.51,7.34,63.47,sandy loam,cassava
115,18,53,29.17,94.2,6.01,22.07,sandy loam,tomatoes
25,70,16,19.63,18.91,5.76,106.36,clay,beans
50,64,25,28.84,63.37,6.73,70.25,sandy loam,cassava
79,45,20,23.81,59.25,5.72,89.96,sandy loam,maize
7,60,25,28.28,82.76,6.4,56.05,loamy,yam
93,56,36,24.01,82.06,6.98,185.28,clay,rice
10,5,42,20.24,91.09,6.89,109.25,sandy loam,guinea_corn
13,8,12,25.16,92.55,7.11,114.31,loamy,orange
25,78,76,17.48,15.76,7.23,66.97,loamy,soybean
13,16,8,34.74,93.12,6.95,100.2,loamy,orange
85,21,47,29.87,90.61,6.19,24.7,sandy loam,tomatoes
86,55,21,21.54,59.64,6.8,109.75,sandy loam,maize
33,75,21,33.05,68.94,6.69,62.3,sandy loam,cassava
34,9,36,22.81,86.34,6.28,110.44,sandy loam,guinea_corn
56,67,78,17.57,16.72,8.26,77.82,loamy,soybean
22,80,20,23.01,18.87,5.67,100.12,clay,beans
99,38,21,22.88,71.6,6.35,67.73,sandy loam,maize
27,56,20,19.26,20.51,5.54,94.95,clay,beans
30,70,79,20.27,19.97,7.31,69.64,loamy,soybean
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
21,44,18,27.07,86.9,7.13,50.47,loamy,yam
5,74,21,16.24,21.36,5.59,66.97,clay,beans
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
30,20,38,22.6,93.16,7.06,110.09,sandy loam,guinea_corn
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
10,56,16,28.17,81.05,6.83,36.36,loamy,yam
60,61,78,20.71,19.84,6.32,94.04,loamy,soybean
66,44,20,19.08,69.02,6.74,80.73,sandy loam,maize
9,48,20,29.66,84.28,6.38,56.1,loamy,yam
69,55,38,22.71,82.64,5.7,271.32,clay,rice
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
21,21,38,22.55,89.33,6.33,104.9,sandy loam,guinea_corn
82,20,54,29.34,90.02,6.54,21.45,sandy loam,tomatoes
6,47,18,29.16,80.28,6.72,40.17,loamy,yam
42,74,83,19.26,14.28,7.55,65.78,loamy,soybean
34,29,8,31.88,91.15,6.45,105.34,loamy,orange
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
58,61,15,30.95,64.23,7.4,62.79,sandy loam,cassava
19,78,16,20.65,23.11,5.97,67.72,clay,beans
100,18,52,26.2,80.38,6.88,56.48,loamy clay ,pepper
83,15,49,28.93,91.39,6.44,23.2,sandy loam,tomatoes
67,45,38,22.73,82.17,7.3,260.89,clay,rice
91,35,39,23.79,80.42,6.97,206.26,clay,rice
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
5,8,5,11.03,92.23,6.56,112.77,loamy,orange
17,77,23,24.51,20.82,5.67,64.19,clay,beans
12,8,10,16.15,91.44,8.0,107.43,loamy,orange
23,59,25,27.83,88.73,6.32,56.69,loamy,yam
108,23,51,26.84,83.85,6.11,40.23,loamy clay ,pepper
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
23,72,84,19.02,17.13,6.92,79.93,loamy,soybean
67,60,25,24.92,66.79,5.75,109.22,sandy loam,maize
27,56,20,19.26,20.51,5.54,94.95,clay,beans
78,35,44,26.54,84.67,7.07,183.62,clay,rice
27,13,6,13.36,91.36,7.34,111.23,loamy,orange
26,65,22,17.85,18.78,5.95,143.1,clay,beans
40,73,20,21.59,20.32,5.81,61.14,clay,beans
84,51,35,22.3,80.64,6.04,197.98,clay,rice
10,37,22,28.73,89.13,7.07,58.53,loamy,yam
24,21,42,20.82,87.23,7.0,109.44,sandy loam,guinea_corn
4,23,5,22.68,93.36,7.48,110.33,loamy,orange
21,39,20,28.14,82.12,7.06,46.76,loamy,yam
8,23,38,19.3,87.18,7.01,105.48,sandy loam,guinea_corn
87,6,45,29.83,90.79,6.4,22.84,sandy loam,tomatoes
17,59,17,18.42,23.43,5.69,132.98,clay,beans
31,55,22,22.91,21.34,5.87,109.23,clay,beans
49,72,15,31.56,67.84,7.14,74.87,sandy loam,cassava
100,14,49,29.49,91.08,6.37,26.02,sandy loam,tomatoes
94,50,37,25.67,80.66,6.95,209.59,clay,rice
28,74,81,18.01,18.31,8.75,81.99,loamy,soybean
58,66,79,20.99,19.33,8.72,93.55,loamy,soybean
33,59,22,22.64,21.59,5.95,122.39,clay,beans
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
60,46,22,24.89,65.61,6.63,87.93,sandy loam,maize
5,23,15,25.67,92.05,7.41,112.54,loamy,orange
7,20,12,16.53,94.77,6.48,110.04,loamy,orange
31,79,75,18.82,16.11,8.2,89.73,loamy,soybean
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
36,38,15,28.36,87.6,6.32,58.0,loamy,yam
12,63,17,18.36,19.38,5.72,138.41,clay,beans
42,74,83,19.26,14.28,7.55,65.78,loamy,soybean
13,60,25,17.14,20.61,5.69,128.26,clay,beans
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
97,22,50,26.26,86.15,6.77,58.98,loamy clay ,pepper
34,60,22,17.66,18.15,5.64,100.67,clay,beans
73,57,41,21.45,84.94,5.82,272.2,clay,rice
60,38,17,18.42,64.24,6.47,76.41,sandy loam,maize
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
58,70,84,20.65,16.61,6.23,74.66,loamy,soybean
57,57,75,17.09,18.25,7.79,87.27,loamy,soybean
103,17,51,25.11,80.03,6.21,44.21,loamy clay ,pepper
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
119,25,51,26.47,80.92,6.28,53.66,loamy clay ,pepper
60,68,83,19.12,18.43,6.62,85.53,loamy,soybean
80,18,51,28.05,91.82,6.71,20.77,sandy loam,tomatoes
46,76,77,18.24,19.69,6.97,83.75,loamy,soybean
90,23,54,28.56,90.46,6.16,27.27,sandy loam,tomatoes
17,59,17,18.42,23.43,5.69,132.98,clay,beans
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
69,55,38,22.71,82.64,5.7,271.32,clay,rice
12,20,39,19.86,86.2,6.03,111.02,sandy loam,guinea_corn
33,57,17,27.9,88.72,6.78,57.8,loamy,yam
110,14,51,27.02,91.67,6.09,21.26,sandy loam,tomatoes
96,46,22,20.58,69.0,6.5,66.29,sandy loam,maize
33,14,8,21.03,92.96,7.68,110.68,loamy,orange
27,13,6,13.36,91.36,7.34,111.23,loamy,orange
33,15,7,15.83,91.68,7.65,109.76,loamy,orange
0,49,18,29.68,87.94,6.99,41.82,loamy,yam
8,28,37,23.88,86.21,6.08,108.31,sandy loam,guinea_corn
52,58,16,30.64,61.15,7.17,71.37,sandy loam,cassava
81,49,20,18.04,60.61,5.51,104.23,sandy loam,maize
49,72,15,31.56,67.84,7.14,74.87,sandy loam,cassava
106,14,45,24.47,84.16,6.42,57.27,loamy clay ,pepper
120,25,50,28.05,94.82,6.33,21.85,sandy loam,tomatoes
67,59,41,21.95,80.97,6.01,213.36,clay,rice
30,63,16,23.61,21.91,5.53,100.6,clay,beans
13,47,20,29.22,87.94,6.54,43.14,loamy,yam
90,57,24,18.93,72.8,6.16,82.34,sandy loam,maize
95,30,52,29.48,90.34,6.64,26.04,sandy loam,tomatoes
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
83,58,23,19.74,59.66,6.38,65.51,sandy loam,maize
0,17,42,23.2,91.19,6.86,109.09,sandy loam,guinea_corn
24,67,22,20.12,22.9,5.62,104.63,clay,beans
29,77,75,17.5,15.48,7.78,72.94,loamy,soybean
94,50,37,25.67,80.66,6.95,209.59,clay,rice
22,60,24,18.78,20.25,5.63,104.26,clay,beans
29,36,25,28.29,88.44,7.13,48.57,loamy,yam
91,7,53,25.14,89.28,6.46,43.53,loamy clay ,pepper
52,71,16,27.74,68.54,7.08,71.79,sandy loam,cassava
0,18,14,29.77,92.01,7.21,114.42,loamy,orange
3,67,24,17.0,19.91,5.52,103.29,clay,beans
49,68,22,28.57,61.53,7.13,63.5,sandy loam,cassava
18,5,11,20.88,90.94,6.25,102.46,loamy,orange
31,40,22,29.41,86.16,6.37,53.35,loamy,yam
60,44,23,24.79,70.05,5.72,76.73,sandy loam,maize
27,80,15,19.07,21.21,5.79,86.22,clay,beans
32,13,42,23.5,92.98,5.79,106.62,sandy loam,guinea_corn
92,44,16,18.88,65.77,6.08,94.76,sandy loam,maize
36,43,21,28.36,84.86,7.14,52.93,loamy,yam
39,60,21,34.9,63.6,6.97,64.73,sandy loam,cassava
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
98,26,52,27.34,90.7,6.15,28.69,sandy loam,tomatoes
52,65,20,32.82,66.16,6.81,68.84,sandy loam,cassava
76,44,17,20.42,62.55,5.86,65.28,sandy loam,maize
5,18,14,33.11,93.48,7.43,119.17,loamy,orange
0,23,15,22.57,93.37,7.6,109.86,loamy,orange
21,9,40,24.51,90.64,5.96,105.62,sandy loam,guinea_corn
98,26,52,27.34,90.7,6.15,28.69,sandy loam,tomatoes
32,73,81,20.45,15.4,5.99,92.68,loamy,soybean
92,7,48,26.28,86.63,6.96,54.39,loamy clay ,pepper
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
97,25,50,26.22,80.9,6.09,49.09,loamy clay ,pepper
25,68,19,29.4,64.26,7.11,67.48,sandy loam,cassava
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
12,8,10,16.15,91.44,8.0,107.43,loamy,orange
90,49,21,24.84,68.36,6.47,74.05,sandy loam,maize
91,7,52,25.08,83.46,6.41,56.4,loamy clay ,pepper
100,17,48,29.73,94.3,6.37,26.52,sandy loam,tomatoes
76,49,42,24.96,84.48,5.21,196.96,clay,rice
44,58,18,28.04,65.07,6.81,72.5,sandy loam,cassava
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
108,22,47,28.54,91.73,6.16,25.13,sandy loam,tomatoes
24,30,11,32.4,94.52,6.6,113.25,loamy,orange
61,52,41,24.98,83.89,6.88,204.8,clay,rice
48,65,78,17.44,14.34,7.86,73.09,loamy,soybean
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
56,75,15,30.2,60.07,7.15,66.37,sandy loam,cassava
10,56,16,28.17,81.05,6.83,36.36,loamy,yam
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
88,35,40,23.58,83.59,5.85,291.3,clay,rice
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
26,54,17,28.55,88.96,6.27,49.49,loamy,yam
25,48,21,28.44,83.49,6.27,52.55,loamy,yam
36,38,15,28.36,87.6,6.32,58.0,loamy,yam
106,20,51,29.73,90.97,6.34,20.49,sandy loam,tomatoes
69,37,42,23.06,83.37,7.07,251.05,clay,rice
29,22,40,23.63,89.73,6.15,107.68,sandy loam,guinea_corn
25,17,40,18.91,87.75,6.61,111.28,sandy loam,guinea_corn
113,20,48,27.47,94.88,6.44,27.28,sandy loam,tomatoes
3,27,44,24.57,92.03,6.59,110.96,sandy loam,guinea_corn
59,58,17,28.55,66.31,7.37,62.83,sandy loam,cassava
83,58,23,19.74,59.66,6.38,65.51,sandy loam,maize
27,73,79,19.16,15.84,7.35,82.7,loamy,soybean
102,28,54,25.16,80.28,6.86,55.5,loamy clay ,pepper
99,55,35,21.72,80.24,6.5,277.96,clay,rice
26,65,22,17.85,18.78,5.95,143.1,clay,beans
80,18,52,27.87,91.15,6.48,24.05,sandy loam,tomatoes
1,17,6,10.79,91.38,6.82,117.53,loamy,orange
25,21,11,32.24,90.15,6.46,104.71,loamy,orange
8,16,6,12.23,90.26,7.11,108.42,loamy,orange
18,27,41,22.37,92.31,7.18,104.82,sandy loam,guinea_corn
98,26,49,27.29,90.53,6.13,23.5,sandy loam,tomatoes
34,9,36,22.81,86.34,6.28,110.44,sandy loam,guinea_corn
115,12,52,27.51,94.96,6.69,21.02,sandy loam,tomatoes
91,55,15,18.09,72.61,6.38,78.96,sandy loam,maize
98,26,49,27.29,90.53,6.13,23.5,sandy loam,tomatoes
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
8,16,6,12.23,90.26,7.11,108.42,loamy,orange
22,70,19,18.24,21.08,5.52,69.45,clay,beans
75,54,36,26.29,84.57,7.02,257.49,clay,rice
94,50,37,25.67,80.66,6.95,209.59,clay,rice
63,44,41,24.17,83.73,5.58,257.03,clay,rice
23,45,23,28.78,86.69,6.98,56.12,loamy,yam
12,78,23,16.07,18.72,6.0,88.07,clay,beans
1,48,24,29.35,85.6,6.23,59.04,loamy,yam
31,75,18,15.47,21.44,5.82,88.89,clay,beans
81,18,50,26.44,80.92,6.51,47.82,loamy clay ,pepper
89,22,52,24.9,86.11,6.22,53.15,loamy clay ,pepper
12,61,19,19.33,24.14,5.66,68.51,clay,beans
90,46,42,23.98,81.45,7.5,250.08,clay,rice
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
39,21,9,13.21,94.03,6.35,106.27,loamy,orange
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
74,54,38,25.66,83.47,7.12,217.38,clay,rice
31,48,17,28.88,86.94,6.59,53.8,loamy,yam
91,55,15,18.09,72.61,6.38,78.96,sandy loam,maize
38,21,35,20.34,89.38,5.84,110.97,sandy loam,guinea_corn
73,35,38,24.89,81.98,5.01,185.95,clay,rice
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
108,22,47,28.54,91.73,6.16,25.13,sandy loam,tomatoes
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
29,77,75,17.5,15.48,7.78,72.94,loamy,soybean
25,70,16,19.63,18.91,5.76,106.36,clay,beans
14,57,15,29.88,83.15,6.62,40.12,loamy,yam
5,65,16,21.33,18.49,5.87,109.1,clay,beans
37,62,17,25.69,69.84,7.12,74.62,sandy loam,cassava
25,70,16,19.63,18.91,5.76,106.36,clay,beans
68,57,43,26.09,80.38,5.71,182.9,clay,rice
41,78,21,25.2,60.37,6.58,70.89,sandy loam,cassava
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
116,5,54,25.38,80.99,6.65,57.23,loamy clay ,pepper
105,14,50,26.21,87.69,6.42,59.66,loamy clay ,pepper
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
20,45,17,28.17,83.7,6.77,37.25,loamy,yam
32,60,83,19.69,19.44,8.83,91.76,loamy,soybean
40,63,18,30.42,67.66,6.74,63.02,sandy loam,cassava
22,67,78,17.17,14.42,6.2,72.33,loamy,soybean
91,36,45,24.44,82.45,5.95,267.98,clay,rice
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
92,7,45,26.71,81.14,6.94,51.51,loamy clay ,pepper
24,44,17,29.86,80.03,6.67,50.66,loamy,yam
59,55,19,31.74,62.51,7.33,68.97,sandy loam,cassava
78,42,42,20.13,81.6,7.63,262.72,clay,rice
28,45,23,29.65,80.3,6.49,56.76,loamy,yam
109,26,45,28.28,90.39,6.22,21.59,sandy loam,tomatoes
102,11,45,29.03,93.13,6.36,24.16,sandy loam,tomatoes
94,50,37,25.67,80.66,6.95,209.59,clay,rice
77,52,17,24.86,65.74,5.71,75.82,sandy loam,maize
11,72,20,19.52,24.93,5.95,113.33,clay,beans
112,28,54,24.86,85.05,6.74,55.3,loamy clay ,pepper
101,10,47,25.54,83.32,6.94,57.57,loamy clay ,pepper
39,24,39,23.65,93.33,6.43,109.81,sandy loam,guinea_corn
44,74,85,20.19,19.64,7.15,78.26,loamy,soybean
0,25,14,19.34,91.98,6.36,116.45,loamy,orange
76,44,17,20.42,62.55,5.86,65.28,sandy loam,maize
14,67,22,23.83,24.75,5.62,84.64,clay,beans
92,60,23,18.67,71.52,5.72,69.93,sandy loam,maize
5,59,15,18.87,20.18,5.97,134.18,clay,beans
67,47,44,26.73,81.79,7.87,280.4,clay,rice
88,29,51,24.72,88.95,6.1,48.46,loamy clay ,pepper
98,44,21,25.77,74.09,6.52,107.49,sandy loam,maize
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
20,23,11,31.85,90.12,6.41,109.95,loamy,orange
34,45,21,28.19,82.61,6.29,37.01,loamy,yam
0,5,36,24.35,90.89,6.15,105.53,sandy loam,guinea_corn
56,79,15,29.48,63.2,7.45,71.89,sandy loam,cassava
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
4,19,43,18.07,93.15,5.78,106.36,sandy loam,guinea_corn
30,20,38,22.6,93.16,7.06,110.09,sandy loam,guinea_corn
33,60,15,28.95,81.67,6.51,56.51,loamy,yam
18,21,35,23.28,94.94,6.37,111.14,sandy loam,guinea_corn
13,47,20,29.22,87.94,6.54,43.14,loamy,yam
55,66,22,30.91,68.79,7.75,66.64,sandy loam,cassava
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
49,69,82,18.32,15.36,6.26,81.79,loamy,soybean
30,70,79,20.27,19.97,7.31,69.64,loamy,soybean
31,5,14,17.67,91.7,6.58,110.69,loamy,orange
14,67,22,23.83,24.75,5.62,84.64,clay,beans
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
66,44,20,19.08,69.02,6.74,80.73,sandy loam,maize
37,18,39,24.15,94.51,6.42,110.23,sandy loam,guinea_corn
76,39,24,24.25,55.65,7.0,64.24,sandy loam,maize
94,5,55,28.59,91.89,6.09,26.88,sandy loam,tomatoes
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
91,50,40,20.82,84.13,6.46,230.22,clay,rice
27,79,82,17.07,17.54,6.31,70.87,loamy,soybean
32,60,83,19.69,19.44,8.83,91.76,loamy,soybean
27,72,23,19.93,21.8,5.96,64.03,clay,beans
84,51,35,22.3,80.64,6.04,197.98,clay,rice
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
65,37,40,23.36,83.6,5.33,188.41,clay,rice
24,56,85,18.2,17.41,6.55,80.64,loamy,soybean
25,63,20,15.79,21.15,5.5,95.17,clay,beans
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
22,9,44,24.72,88.88,5.74,112.19,sandy loam,guinea_corn
29,22,43,19.66,87.95,5.56,106.04,sandy loam,guinea_corn
40,9,41,24.38,85.4,5.78,106.13,sandy loam,guinea_corn
117,30,50,24.9,87.21,6.74,46.59,loamy clay ,pepper
35,69,23,16.79,24.97,5.58,75.45,clay,beans
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
28,46,16,29.01,84.96,6.66,45.91,loamy,yam
13,7,43,18.2,91.12,7.01,109.66,sandy loam,guinea_corn
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
83,45,21,18.83,58.75,5.72,79.75,sandy loam,maize
109,12,48,29.46,92.13,6.71,20.76,sandy loam,tomatoes
95,14,50,26.63,84.32,6.56,56.32,loamy clay ,pepper
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
74,39,38,23.24,84.59,7.78,233.05,clay,rice
9,69,20,19.31,23.96,5.59,129.34,clay,beans
3,77,25,24.85,22.89,5.61,62.21,clay,beans
79,42,37,24.87,82.84,6.59,295.61,clay,rice
99,55,35,21.72,80.24,6.5,277.96,clay,rice
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
92,7,48,26.28,86.63,6.96,54.39,loamy clay ,pepper
38,21,35,20.34,89.38,5.84,110.97,sandy loam,guinea_corn
79,43,39,21.67,80.71,7.06,210.81,clay,rice
34,45,21,28.19,82.61,6.29,37.01,loamy,yam
95,27,55,28.47,91.21,6.16,20.89,sandy loam,tomatoes
115,18,53,29.17,94.2,6.01,22.07,sandy loam,tomatoes
7,56,18,18.31,24.33,5.7,76.14,clay,beans
31,25,38,24.96,92.41,6.5,109.42,sandy loam,guinea_corn
78,48,22,23.09,63.1,5.59,70.43,sandy loam,maize
102,11,47,27.99,92.78,6.5,27.15,sandy loam,tomatoes
31,25,12,18.05,90.04,7.02,111.78,loamy,orange
11,78,22,23.9,22.74,5.94,112.66,clay,beans
45,61,78,19.49,16.06,6.49,81.53,loamy,soybean
91,50,40,20.82,84.13,6.46,230.22,clay,rice
1,62,23,15.44,18.37,5.61,139.03,clay,beans
88,5,47,25.86,86.67,6.66,41.17,loamy clay ,pepper
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
115,12,52,27.51,94.96,6.69,21.02,sandy loam,tomatoes
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
14,57,15,29.88,83.15,6.62,40.12,loamy,yam
117,27,48,26.53,82.39,6.84,54.31,loamy clay ,pepper
95,23,45,27.82,90.57,6.27,21.19,sandy loam,tomatoes
42,58,25,27.46,62.9,6.51,69.46,sandy loam,cassava
11,14,5,11.5,94.89,6.95,115.57,loamy,orange
85,9,53,28.21,92.87,6.45,28.79,sandy loam,tomatoes
110,21,54,26.74,87.82,6.75,47.46,loamy clay ,pepper
40,78,20,19.19,20.83,5.67,80.15,clay,beans
61,60,15,24.88,68.74,6.27,91.26,sandy loam,maize
85,38,41,21.59,82.79,6.25,276.66,clay,rice
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
